_id,chunk_text
vec_219,"Sample Course Sequence: Note*: If students have precalculus. Otherwise, ECO 110 should be taken during the Spring semester. Return to:Majors"
vec_220,"Ecosystems and Human Impact, BA: Return to:Majors The Ecosystems and Human Impact major, leading to a Bachelor of Art degree, provides the skills, knowledge, and preparation for students to assess and address the complex interaction of humans and natural environments. The curriculum integrates principles and methodologies from ecology, biology, genetics, anthropology, human ecology, and geography, combined with an understanding of economics, ethics, and policy within a greater global perspective. The major prepares students for entry-level employment in the public, private, or non-profit sectors concerned with a wide range of issues, such as: conservation of ecosystems, ecosystem restoration, loss of biodiversity, and development of sustainable bioresources. The major prepares students for graduate study in anthropology, geography, environmental science, sociology, natural resource management, and biology among other fields. The major builds on the interdisciplinary sustainability core curriculum. Students will enroll in major-specific courses in their junior and senior year. In their junior or senior year students will have the opportunity to enroll in the study abroad program at Ranomafana, Madagascar, which provides training in field biology, ecology, primatology, and anthropology. Students enrolled in this program will take courses and conduct independent research that contributes to a better understanding of Ranomafana National Park and the link between the park and the people of the region. Local internships, research courses, and field courses are also available to students to build up real-world experience. The Ecosystems and Human Impact minor is intended for students who seek to complement their chosen major with a coherent set of courses emphasizing the interaction between humans and ecosystems from an interdisciplinary perspective."
vec_221,"Degree Requirements: OR OR OR OR OR OR OR Other classes may be substituted with permission of undergraduate director Choose one of the following three courses: Choose three courses from the following list. Students may take a three creditSUS 488,SUS 487,ANP 387,ANP 487, orANT 487with permission of their faculty advisor. Choose one of the following courses: *Course has a pre-requisite that is outside the major. The advanced writing component of the major in EHI requires registration in the 0-creditSUS 459and approval of either a term paper or a laboratory report written for an advanced course in the appropriate major at Stony Brook (including Readings and Research courses). Completion ofSUS 459with a grade of S will result in approval of the WRTD requirement. A list of preapproved courses can be obtained through the department. Students should consult with the department advisor to ensure that their plan for completing the Upper Division Writing Requirement is consistent with university graduation requirements for General Education. Students completing the Stony Brook Curriculum (SBC) must complete a course that satisfies the “Write Effectively within One’s Discipline” (WRTD)learning objective to graduate. The Upper Division Writing Requirement is consistent in most cases with the SBC learning outcomes for WRTD. Note: No more than one course (4 credits maximum) with a passing grade lower than C can be credited towards the major. Course taken with the Pass/NC option may not be applied to the major. Stony Brook University offers study abroad experiences that are focused on issues of sustainability in Cuba, Madagascar, and the Turkana Basin (Kenya). While issues of climate change, water and energy security, sustainable agriculture, environmental justice, sustainable economic development, conservation of unique and threatened ecosystems, population growth, and human health are important everywhere, viewing these issues through the lens of a different place and a different culture provides a valuable perspective. Students are encouraged to participate in study abroad experiences and to talk with their major director to determine how study abroad coursework can be used to fulfill some requirements for their major. ExcludingENV 301 - Sustainability of the Long Island Pine Barrens,SUS 301 - Technical Writing and Communication,SUS 305 - Collective Action and Advocacy, andSUS 401 - Integrative, Collaborative Systems Studies, no more than 6 credits of 300-400 level course credits can be applied to two majors within the Sustainability Studies Program or the School of Marine and Atmospheric Sciences."
vec_222,Sample Course Sequence: Sample Course Sequence for the Major in Ecosystems and Human Impact Return to:Majors
vec_223,"Electrical Engineering Online, BS: Return to:Majors This rigorous upper-level two-year program provides thorough training and education in the fundamentals of electrical engineering while students complete an entirely online degree program. The Electrical Engineering BS Program is accredited by the Engineering Accreditation Commission of ABET, https://www.abet.org, under the commission’s General Criteria and the Program Criteria for Electrical, Computer, Communications, Telecommunication(s) and Similarly Named Engineering Programs. Electrical engineers are recruited for a variety of fields including energy, aeronautics, communications, testing laboratories, computer technology of hardware and software, and systems for finance and banking. For example, a communications engineer may work on improving communications networks, designing efficient systems for commercial applications, tactical and traffic control systems, or satellite surveillance systems. A circuit design engineer may design, develop, and manufacture electronic circuits for a variety of applications including microcomputers. Stony Brook electrical engineering students may work as interns in engineering and high-technology industries where they can apply their classroom and laboratory knowledge to real-world practice, gaining those skills as preparation for their careers. Upon graduation they are employed by companies in the New York region and across the nation including BAE Systems, Northrop Grumman, Omnicon Group, GE Energy, Motorola, Boeing, and Ford Motors. Many students also choose to continue to pursue graduate degrees in engineering, business, law or medicine."
vec_224,"Admission Requirements: Qualified transfer students not currently matriculated at Stony Brook University who have indicated their interest in the major on their application, and have completed the required prerequisite courses for the EEO program, may apply to this upper-division (final two years of the Bachelor’s degree) program through the SUNY application. The following are minimum admission requirements: Pre-majors are placed into the Area of Interest (AOI) program and to be eligible for the degree, they must be admitted to and declare the major. The requirements and application process for matriculation are detailed below. Students admitted to other programs follow the same admissions process as students in the AOI program. **Note: Students pursuing a Bachelor of Eningeering may not apply for a double major in the Electrical Engineering Online program. Students with a minor in Electrical Engineering may not pursue the Electrical Engineering Online program. Intellectual honesty and academic integrity are cornerstones of academic and scholarly work. The department may table any applications for major/minor admission until academic judiciary matters are resolved. An academic judiciary matter will be identified by a grade of “Q” in the instance of a first offense. Applications for major admission are reviewed twice per year and must be received by January 5 for Spring admission and June 5 for Fall admission. Students who submit their application on time will be admitted if they meet the following requirements: Students must complete these requirements no later than one year after they enroll in the first course that applies towards major entry. Students must apply for admission by the application deadline immediately following completion of the above requirements, but no later than the one year limit. Admission of AOI students and other CEAS students who apply late will follow the process of Non-CEAS Students and Double Major Applicants below."
vec_225,"Requirements for the Major: The major in Electrical Engineering Online leads to the Bachelor of Science degree. Completion of the major requires approximately 66 credits. In addition to the following major requirements, students must also complete the Stony Brook Curriculum general degree requirements. Note:Requirements and courses marked with an (*) are typically completed via transfer credit prior to matriculation. OR OR Four courses selected from the following: Courses selected in consultation with the program advisor. Note:EEO 440 and EEO 441 are engineering design project courses that must be carried out under the supervision of an Electrical and Computer Engineering faculty member. All courses taken for the major must be taken for a letter grade. A grade of C or higher is required in all courses. In addition to the University residence and upper division requirements, the following courses must be earned in Stony Brook EEO courses:"
vec_226,"Sample Course Sequence: *Note: This course partially satisfies the following: ESI, CER, SPK, WRTD, SBS+, STEM+, EXP+. For more information contact the CEAS Undergraduate Student Office. ** MAT 211 is not available online. Refer to the transfer database for the most current evaluations. *** Technical Electives from the following list: EEO 303, EEO 304, EEO 314, EEO 316, EEO 346, EEO 388, EEO 414, EEO 425, EEO 470 and EEO 482. **** Open Electives should be selected in consultation with the program advisor. Return to:Majors"
vec_227,"Electrical Engineering, BE: Return to:Majors Minors of particular interest to students majoring in Electrical or Computer Engineering:Applied Mathematics and Statistics (AMS),Computer Science (CSE) Electrical Engineering is one of the College of Engineering and Applied Sciences (CEAS) programs leading to the Bachelor of Engineering (B.E.) degree. The Electrical Engineering program is accredited by the Engineering Accreditation Commission of ABET,http://www.abet.org. under the commission’s General Criteria and the Program Criteria for Electrical, Computer, Communications, Telecommunication(s) and Similarly Named Engineering Programs. It is a rigorous four-year program that provides thorough training in the fundamentals of electrical engineering during the first two years. Beginning in the third year, students may also choose to specialize in Circuits and VLSI, Communications, Signal Processing, and Networking, Nanoelectronics and Photonics or Power and Energy Systems. The program culminates in the fourth year in an original design project, working on a team with other students and under the supervision of a faculty member. All students are assigned a faculty advisor who consults with them on course selection, academic progress, and career preparation. Throughout their program, the students work in state-of-the-art instructional laboratories that include computer-aided circuit design, lasers, machine vision and computer graphics, microprocessor systems design, microwave electronics, digital signal processing and the most up to date electronic communications. Electrical engineers are recruited for a variety of fields including energy, aeronautics, communications, testing laboratories, computer technology of hardware and software, and systems for finance and banking. For example, a communications engineer may work on improving communications networks, designing efficient systems for commercial applications, tactical and traffic control systems, or satellite surveillance systems. A circuit design engineer may design, develop, and manufacture electronic circuits for a variety of applications including microcomputers. Stony Brook electrical engineering students may work as interns in engineering and high-technology industries where they can apply their classroom and laboratory knowledge to real-world practice, gaining those skills as preparation for their careers. Upon graduation they are employed by companies in the New York region and across the nation including BAE Systems, Northrop Grumman, Omnicon Group, GE Energy, Motorola, Boeing, and Ford Motors. Many students also choose to continue to pursue graduate degrees in engineering, business, law or medicine."
vec_228,"Degree Requirements: The curriculum begins with a focus on basic mathematics and natural sciences followed by courses that emphasize engineering science and bridging courses that combine engineering science and design. The series of courses culminates in a one-year design experience that integrates various engineering skills and knowledge acquired. Technical elective courses are also required according to the student’s chosen specialization. The core sequence, technical electives, and additional courses may be chosen in consultation with a faculty advisor, taking into consideration the particular interest of the student. Completion of the major requires approximately 100 credits. OR OR OR Note:The following alternate calculus course sequences may be substituted for AMS 151, AMS 161 in major requirements or prerequisites:MAT 131andMAT 132orMAT 125,MAT 126andMAT 127. Note:The physics course sequencePHY 125,PHY 126,PHY 127,PHY 133,PHY 134orPHY 141,PHY 142,PHY 133,PHY 134is accepted in lieu of PHY 131/PHY 133, PHY 132/PHY 134. Students are advised to take PHY 127 before PHY 126. One course from: Students must select one of the four specializations listed below by the end of the sophomore year. Each specializationrequires 5 elective courses.A list of acceptable electives can be found in the electrical and computer engineering undergraduate guide. Note:ESE 440 and ESE 441 are engineering design project courses that must be carried out at Stony Brook under the supervision of an Electrical and Computer Engineering faculty member. Note:All degree candidates must demonstrate skill in written English at a level acceptable for Electrical Engineering majors. Students must register for the writing course ESE 300 after completion of ESE 280. All courses taken for the major must be taken for a letter grade. A grade of C or higher is required in the following courses: OR The purpose of the honors program in Electrical Engineering is to give high achieving students an opportunity to receive validation for a meaningful research experience and for a distinguished academic career. A student interested in becoming a candidate for the honors program in Electrical Engineering may apply to the program at the end of the sophomore year. To be admitted to the honors program, students need a minimum cumulative grade point average of 3.50 and a B or better in all major required courses (including math and physics). Transfer students who enter Stony Brook University in the junior year need a minimum cumulative grade point average of 3.50 and a B or better in all required major courses (including math and physics) in their first semester at Stony Brook University. Graduation with departmental honors in Electrical Engineering requires the following: For students who qualify, this honor is indicated on their diploma and on their permanent academic record."
vec_229,Requirements for the Accelerated BE/MS Degrees: The intent of the accelerated five-year Bachelor of Engineering and Master of Science in Electrical Engineering (or Computer Engineering) program is to prepare high-achieving and highly-motivated undergraduate electrical engineering students for either doctoral studies or a variety of advanced professional positions. Electrical engineering students interested in the accelerated program should apply through the Department of Electrical and Computer Engineering. The program is highly selective and is offered to the top 10 to 20 percent of the junior undergraduate class. Admission is based on academic performance (at least a major g.p.a. of 3.30) as well as undergraduate research and professional activities. The accelerated program is as rigorous as the current B.E. and M.S. programs taken separately. The requirements for the accelerated program are the same as the requirements for the B.E. and M.S. programs except that two 300-level electives in the B.E. program are substituted by two 500-level graduate courses. Therefore six graduate credits will be counted towards the undergraduate degree. Detailed guidelines and sample course sequences are provided by the Department.
vec_230,"Sample Course Sequence: All courses inboldmust be passed with a minimum grade of C. * Note: This course partially satisfies the following: ESI, CER, SPK, WRTD, SBS+, STEM+, EXP+. For more information contact the CEAS Undergraduate Student Office. Return to:Majors"
vec_231,"Engineering Chemistry, BS: Return to:Majors Office: 109 ChemistryPhone: (631) 632-7886Email:Katherine.Hughes@stonybrook.edu The interdisciplinary major in Engineering Chemistry, which leads to the Bachelor of Science degree, is designed to provide students with a basic understanding of the chemistry and materials technology underlying modern materials engineering. This program emphasizes a strong background in physical chemistry, infused with an orientation toward the solid-state sciences and materials technology. Its central theme is a chemistry core strengthened by materials science and laboratory courses, the latter with a unique “chemistry of materials” component. The choice of suitable electives helps the student to prepare for work or advanced study in areas such as electronic materials, interfacial phenomena, solid-state science and technology, polymers, ceramics, biomaterials, etc. Jointly sponsored by the College of Arts and Sciences and the College of Engineering and Applied Sciences, the program is a basic preparation for training chemical and materials professionals who can enter a wide range of industries or proceed to graduate work in either solid-state chemistry or materials science."
vec_232,"Degree Requirements: Students Pursuing Stony Brook Curriculum (SBC) Requirements Students majoring in Engineering Chemistry must meet the SBC learning outcomes required of the College of Arts and Sciences, including completion of the LANG learning outcome. Major in Engineering Chemistry (ECM) The interdisciplinary major in Engineering Chemistry leads to the Bachelor of Science degree. The following courses are required and must be taken for a letter grade; G/P/NC grades are not acceptable. All of the courses used to fulfill the requirements of the major (CHE, MAT, ESG, PHY, etc.) must be passed with a grade of C or higher, with the exception of three courses, for which the grade may be C-. No transferred course with a grade lower than C may be used to fulfill any major requirement. At least six credits each of upper-division work in chemistry and in materials science and engineering must be taken at Stony Brook. Completion of the major requires approximately 66 to 68 credits. OR OR OR OR OR OR OR OR OR The following alternate calculus sequences may be substituted forMAT 131,MAT 132: MAT 141, MAT 142 or MAT 171 orMAT 125,MAT 126,MAT 127orAMS 151,AMS 161.MAT 307andMAT 308may be substituted forMAT 203andMAT 303, but only after consultation with the Mathematics Department. OR Each student majoring in Engineering Chemistry must takeCHE 303until a satisfactory grade is achieved.CHE 303requires several papers which are evaluated for cogency, clarity, and mechanics, and satisfies the university Stony Brook Curriculum WRTD learning objective. Students make a selection of technical and open electives to total 120 credits. Students are advised to divide their electives among courses within the College of Engineering and Applied Sciences and the Department of Chemistry that strengthen their professional interests, and courses in the social sciences and humanities that help them place the problems of society and industry in perspective. Students who wish to meet the American Chemistry Society certification requirements must take, in addition to the above,CHE 322orCHE 332(organic),CHE 346(biological),CHE 375(inorganic), the laboratoriesCHE 383orCHE 327andCHE 328orCHE 384, and one of the following: 1.CHE 487(6 or more credits), 2.CHE 495-CHE 496, 3.CHE 357andCHE 487(3 or more credits), or 4. a research experience in the chemical sciences at another college, university, or government laboratory of at least 180 hours. Students who fulfill ACS requirements with an off-campus research experience must register forCHE 487(0 credits). All students usingCHE 487to fulfill ACS requirements must prepare a written research report that will be evaluated by a Stony Brook Chemistry faculty member."
vec_233,"Bachelor of Science Degree/Master of Science Degree in Chemistry Program: A student interested in this research-intensive graduate program, intended to prepare students for professional em­ployment in the chemical or pharmaceutical industries, may apply for admission at the end of the junior year. The program leads to a Bachelor of Science degree in Engineering Chemistry at the end of the fourth year and a Master of Science in Chemistry at the end of the fifth year. During the senior year, the student is expected to take two 500-level CHE courses, GRD 500 Responsible Conduct of Research and Scholarship, and begin research in the senior research sequenceCHE 495-CHE 496. In the fifth year, the student works full-time on research, earning 24 credits in CHE 599."
vec_234,"Bachelor of Science Degree in Chemistry/Master of Science Degree in Materials Science: Engineering Chemistry students who are interested in pursuing graduate study in materials science may wish to apply for the five-year program at the end of their junior year. For further details, contact the director of the program in engineering chemistry."
vec_235,"Engineering Science, BE: Return to:Majors Minors of particular interest to students majoring in Engineering Science:Environmental Engineering (ENE),Manufacturing Engineering (MFE),Materials Science (ESM),Nanotechnology Studies (NTS) The Department of Materials Science and Chemical Engineering offers the Bachelor of Engineering degree program in Engineering Science and several interdisciplinary undergraduate programs in conjunction with other science and engineering departments on campus. These programs provide basic training for graduates to enter a wide range of industries or to proceed to graduate studies in engineering fields. They are aimed at the materials aspect of mechanical engineering, electrical engineering, physics, and chemistry. Engineering Science students can choose to specialize in biotechnology, mechanical and manufacturing engineering, electronics engineering, materials science and engineering, civil engineering, environmental engineering, nanoscale engineering, and engineering management. Reflecting the breadth and variety of topics falling within the domain of engineering science, the Department also offers seven minors that afford undergraduate students the opportunity to enhance their engineering or science studies with knowledge in a specific area. In addition to the minor in Materials Science and Engineering, the Department offers minors in Biomaterials; Energy Science, Technology and Policy; Manufacturing Engineering; Environmental Engineering; and Nanotechnology Studies. The program mission is aimed toward providing an engineering education which thoroughly covers fundamental aspects of engineering design, physical and chemical sciences, mathematics, and materials science and engineering, while also providing flexibility so that students can create a program tailored to their particular academic and career interests in a traditional or emerging discipline. The program is designed to provide core competency and skills in communication, design, and research while preparing students to participate in a rapidly evolving high-technology environment. In addition to preparation for graduate study in engineering and materials science, the program in Engineering Science prepares students for a variety of employment opportunities as it is particularly suited to the nature of modern manufacturing processes in industry as well as to scientific institutions and laboratories. Throughout the curriculum, students develop skills needed to participate in the research experience and are encouraged to become involved in the many state-of-the-art research facilities associated with the Department, including world-class laboratories in polymer engineering, thermal spray research, surface science and engineering, nanotechnology, semiconductor materials and crystal growth, environmental materials engineering, and computational modeling of advanced materials. The Department also maintains a number of close collaborations with nearby Brookhaven National Laboratory’s Center for Functional Nanomaterials and National Synchrotron Light Source. Graduates of the program, trained to understand the materials and forces of nature and to apply that knowledge to practical problem solving, occupy engineering, scientific, and management positions in development, manufacturing, and marketing in major corporations in areas including communications, computing, and aerospace. Small and medium-sized companies also rely on the expertise of materials scientists in design and manufacturing. In addition, some graduates apply their knowledge to patent law and consulting. About ten percent of the program’s graduates pursue advanced degrees in engineering research as well as in law, business, and medicine. The Engineering Science BE Program is accredited by the Engineering Accreditation Commission of ABET,https://www.abet.org, under the commission’s General Criteria with no applicable program criteria."
vec_236,"Degree Requirements: The major in Engineering Science leads to the Bachelor of Engineering degree. Completion of the major requires approximately 108 credits, in addition to any credits needed for Stony Brook Curriculum (SBC) and other University requirements. OR OR Note:The following alternate calculus course sequences may be substituted for AMS 151, AMS 161 in major requirements or prerequisites:MAT 125,MAT 126,MAT 127orMAT 131,MAT 132 Note:The following alternate physics course sequences may be substituted for PHY 131/PHY 133, PHY 132/PHY 134:PHY 125,PHY 126,PHY 127,PHY 133,PHY 134Classical Physics A, B, C and Laboratories orPHY 141,PHY 142,PHY 133,PHY 134Classical Physics I, II: Honors and Laboratories AND OR Note:The following alternate chemistry course sequence may be substituted for CHE 131/133, CHE 132/134:CHE 152 - Molecular Science IandCHE 154 - Molecular Science Laboratory I OR Materials Science and Engineering; OR Electrical Engineering and Electronic Properties Mechanical Engineering and Properties Environmental Engineering The area of specialization, composed of four technical electives, must be declared in writing by the end of the junior year. The area of specialization should be chosen in consultation with a faculty advisor to ensure a cohesive course sequence with depth at the upper level. The eight areas of specialization are biotechnology, civil engineering, environmental engineering, electronics engineering, materials science and engineering, mechanical and manufacturing engineering, nanoscale engineering, and engineering management. All degree candidates must demonstrate skill in written English at a level acceptable for Engineering Science majors. The Engineering Science student must register for the writing course ESG 300 concurrently with ESG 312. The quality of writing in the technical reports submitted for ESG 312 is evaluated and students whose writing does not meet the required standard are referred for remedial help. Detailed guidelines are provided by the Department. If the standard of writing is judged acceptable, the student receives an S grade for ESG 300, thereby satisfying the requirement. All courses taken to satisfy Requirements A and B above must be taken for a letter grade. A grade of C or higher is required in the following courses (or their equivalents): Each of the four required technical electives offered by the college Each area of specialization requires four elective courses above those used toward Requirement A, Core. Other technical electives may be substituted only with the approval of the undergraduate program director. Biotechnology involves the application of various engineering disciplines to biomedical problems, requiring a sound understanding of an engineering discipline coupled with principles of biology and biomaterials. Students utilize elective courses to learn the fundamentals of biology and bioengineering. To achieve an area of specialization in biotechnology, students must fulfill the following requirements: OR Note:ESM 488: Cooperative Industrial Practice (3 credits) or ESM 499: Research in Materials Science (3-4 credits) or other departmental independent research with permission of the program director may be used ONCE as a technical elective. Civil engineering entails the study, research, and design of infrastructure or processes responding to societal needs for sustainable development, transportation, or energy production and delivery. To achieve an area of specialization in civil engineering, students must fulfill the following requirements: Note:ESM 488: Cooperative Industrial Practice (3 credits) or ESM 499: Research in Materials Science (3-4 credits) or other departmental independent research with permission of the program director may be used ONCE as a technical elective. Environmental engineering involves interdisciplinary research and technology design, deployment and operations related to: environmental protection and remediation, pollution, prevention, sustainable manufacturing, recycling and waste minimization, and protection of human health from environmental hazards. To achieve an area of specialization in environmental engineering, students must fulfill the following requirements: OR OR OR Note:ESM 488: Cooperative Industrial Practice (3 credits) or ESM 499: Research in Materials Science (3-4 credits) or other departmental independent research with permission of the program director may be used ONCE as a technical elective. Electronics engineering involves research, design and manufacturing of electronic materials of devices, from discrete components and systems to nanoscale circuitry. To achieve an area of specialization in electronics engineering, students must fulfill the following requirements: Note:ESM 488: Cooperative Industrial Practice (3 credits) or ESM 499: Research in Materials Science (3-4 credits) or other departmental independent research with permission of the program director may be used ONCE as a technical elective. This specialization provides the opportunity for in-depth study of the relationship between performance-properties-processing in materials engineering and its applications. To achieve an area of specialization in materials science and engineering, students must fulfill the following requirements: Note:ESM 488: Cooperative Industrial Practice (3 credits) or ESM 499: Research in Materials Science (3-4 credits) or other departmental independent research with permission of the program director may be used ONCE as a technical elective. This specialization addresses the rapidly changing technology in the mechanical engineering and manufacturing industries that requires a highly educated workforce with knowledge of mechanical properties of materials, materials processing, design, thermodynamics, statistics, and analysis. To achieve an area of specialization in mechanical and manufacturing engineering, students must fulfill the following requirements: Other upper level MEC coursework (completed with a grade of C or higher) may be counted as technical electives with permission of the ESG Undergraduate Program Director. Note:ESM 488: Cooperative Industrial Practice (3 credits) or ESM 499: Research in Materials Science (3-4 credits) or other departmental independent research with permission of the program director may be used ONCE as a technical elective. The creation of functional materials and devices which involve controllable processes and transformations at the scale of billionths of a meter promises to become a major focus of future efforts in both engineering and scientific research. With a thorough background in materials science, engineering design, and surface and molecular chemistry and devices, this specialization prepares students for graduate study, as well as professional positions in materials and process engineering and research and development. To achieve an area of specialization in nanoscale engineering, students must fulfill the following requirements: OR Note:ESM 488: Cooperative Industrial Practice (3 credits) or ESM 499: Research in Materials Science (3-4 credits) or other departmental independent research with permission of the program director may be used ONCE as a technical elective. Strong engineering skills alone are not sufficient to guarantee professional success in today’s global economy. Industry requires that engineers also understand the business side of the organization, helping to ensure that products are quickly developed, brought to market and meet the ever increasing needs of the consumer. This specialization will help prepare students to become effective leaders in the expanding global marketplace by equipping them with thorough technical as well as business skills. To achieve an area of specialization in engineering management, students must fulfill the following requirements: The Engineering Chemistry major combines work in the Department of Materials Science and Engineering and the Department of Chemistry and leads to the Bachelor of Science degree, awarded through the College of Arts and Sciences. See themajor entryfor additional information. Physics majors may wish to pursue a career in engineering physics, particularly in the application of solid-state physics to materials science and engineering. After taking five courses in the Department of Materials Science and Engineering, the student may become eligible for the master’s degree program. See thephysics major entryfor additional information."
vec_237,"BE Degree/MS Degree Program: An engineering science student may apply at the beginning of the junior year for admission to this special program, which leads to a Bachelor of Engineering degree at the end of the fourth year and a Master of Science degree at the end of the fifth year. In the junior year, the student takes ESM 455, which is normally taken in the senior year, instead of ESM 335. In the senior year, a student takes ESM 513, to use in lieu of ESM 335, in the fall and another graduate course in the spring. In the fifth year, the student takes 24 credits. The advantage of this program over the regular M.S. program is that a student may start his or her M.S. in the senior year, and that he or she needs only 24 credits in the fifth year as opposed to 30 credits for a regular M.S. student. For details of the M.S. degree requirements, see the graduate program director."
vec_238,"Sample Course Sequence: *Note: This course partially satisfies the following: ESI, CER, SPK, WRTD, SBS+, STEM+, EXP+. For more information contact the CEAS Undergraduate Student Office Return to:Majors"
vec_239,"English, BA: Return to:Majors The English Department at Stony Brook combines the high academic standards of a major research university with the intimacy of a liberal arts college. In small classes students have the opportunity to interact closely with faculty who are active scholars and writers. Students can choose among courses that range from ancient epic to contemporary global literature, and they can explore a wide range of themes, including gender studies; poetry and poetics; post-colonialism and immigration; disability studies; humanities and the environment; affect and memory; the relation of literature and science as well as of literature and art, theatre, music, film and digital media. A degree in English from Stony Brook provides the foundation for success in many fields. Our graduates have pursued careers as lawyers, authors, teachers, doctors, social workers, professors, television writers, computer coders, business CEOs, advertising and public relations executives, publishers, librarians, restaurant owners, and district attorneys. The Department also offers a BA English Education Program that leads to NYS Adolescence Education certification to teach English in grades 7-12, as well as three minors:English,Film and Screen StudiesandTheatre Arts."
vec_240,"Requirements for the Major in English (EGL): The major in English leads to the Bachelor of Arts degree. All courses used to fulfill the English major/minor requirements must be passed with a letter grade of C or higher. Completion of the major requires 42 credits. Among the required survey courses, students must take at least one American and one British survey. either OR At least 1 course should be pre-1900. With permission of the department, students may use one course to satisfy up to two topic areas. Alternate courses may be substituted with permission of the program director. courses may include courses may include courses may include courses may include To be admitted into the Honors Program, students must have an overall GPA of at least 3.0 and a GPA in English courses of at least 3.5; they also must submit a sample paper evidencing an appropriate level of skill in literary analysis. Honors students must maintain these grade point averages in order to remain in the program. They will take two Honors Seminars, an Honors Practicum, andEGL 496. Students should develop their plan for an Honors Thesis with an English faculty advisor, in consultation with the Honors Program Director. Thesis topic must be approved by the Undergraduate Program Committee before the last week of the semester prior to the semester in which the student takesEGL 496. The completed thesis will be evaluated by the thesis advisor, a second reader, and a member of the Undergraduate Program Committee. Completion of the Honors program in English requires 45 credits. Among the required survey courses, students must take at least one American and one British survey. OR Among the upper-division courses, students must take at least one pre-1900 course. With permission of the department, students may use one course to satisfy up to two topic areas. Alternate courses may be substituted with permission of the program director. courses may include courses may include courses may include courses may include"
vec_241,"Environmental Design, Policy, and Planning, BA: Return to:Majors Director: Donovan FinnEmail:donovan.finn@stonybrook.eduUndergraduate Advisor:Nancy Black Program Office:E2361 Melville LibraryPhone: (631) 632-9404Department Website The Environmental Design, Policy, and Planning major, leading to a Bachelor of Arts degree, provides the skills, knowledge, and preparation for students to understand and address complex issues related to development, land-use, urbanization, and suburban sprawl. The curriculum integrates principles and methodologies from social sciences, natural sciences, and humanities. The goal is to address the complex scientific, legal, ethical, political, environmental, and socio-economic issues that surround the development, management, and use of the built environment. The B.A. degree prepares students for entry-level employment in the public, private, or non-profit sectors in a variety of fields including urban and regional planning, community planning, environmental consulting, land and real estate development, and public administration. The major prepares students for graduate study in environmental design, planning, architecture, law, management and business. The major builds on the interdisciplinary sustainability core curriculum. Students will enroll in major-specific courses in their junior and senior year. As part of the preparation, students will work in teams with students enrolled in related majors to collaboratively solve problems. A design project is an essential part of the curriculum to provide real-world experience. Internships and independent research courses provide additional real-world experiences. Seniors are required to present their Design Project at an Annual Gathering of Researchers and Scholars."
vec_242,"Degree Requirements: OR OR OR OR OR If students do not place intoMAT 125orMAT 131orAMS 151on the basis of the math placement examination,MAT 123(orMAT 119/MAT 123) is a required course for the major. OR OR OR OR Choose one of the following courses: The advanced writing component of the major in EDP requires registration in the 0-credit SUS 459 and approval of either a term paper or a laboratory report written for an advanced course in the appropriate major at Stony Brook (including Readings and Research courses). Completion of SUS 459 with a grade of S will result in approval of the WRTD requirement. A list of preapproved courses can be obtained through the department. Students should consult with the department advisor to ensure that their plan for completing the Upper Division Writing Requirement is consistent with university graduation requirements for General Education. Students completing the Stony Brook Curriculum (SBC) must complete a course that satisfies the “Write Effectively within One’s Discipline” (WRTD) learning objective to graduate. The Upper Division Writing Requirement is consistent in most cases with the SBC learning outcomes for WRTD. Stony Brook University offers study abroad experiences that are focused on issues of sustainability in Cuba, Madagascar, and the Turkana Basin (Kenya). While issues of climate change, water and energy security, sustainable agriculture, environmental justice, sustainable economic development, conservation of unique and threatened ecosystems, population growth, and human health are important everywhere, viewing these issues through the lens of a different place and a different culture provides a valuable perspective. Students are encouraged to participate in study abroad experiences and to talk with their major director to determine how study abroad coursework can be used to fulfill some requirements for their major. ExcludingSUS 301 Technical Writing and Communication, no more than 6 credits of 300-400 level course credits can be applied to two majors within the School of Marine and Atmospheric Sciences."
vec_243,"Environmental Humanities, BA: Return to:Majors The Environmental Humanities major, leading to a Bachelor of Arts degree, draws together a range of disciplines to explore human understanding and interpretation of nature. The curriculum integrates disciplines from social sciences and the humanities including: writing, literature, philosophy, history, anthropology, archaeology, and art and architectural history. The major prepares students to lead efforts to revitalize public understanding of the natural world through nature education, museum work, community organizing, literacy education, advocacy, business, writing and the arts. They may also choose to pursue advanced degrees in literature, journalism, education, social work, the arts, the social sciences and law. The major builds on the interdisciplinary sustainability core curriculum. Students will enroll in major-specific courses in their junior and senior year. As part of the degree requirements, students will work in teams with students enrolled in related majors to solve problems collaboratively. Students are encouraged to take advantage of local and international independent research opportunities, internships and field camps to gain real-world experience."
